(78,"""Catch""","""I-8D0G""",7,1,"""None""","""No Name""","""Bitumens""",0.19,"""Lustrous Hedbergite""",0.81,"""None""",,"""None""",0,"""None""",1)
(79,"""Catch""","""I-8D0G""",7,2,"""None""","""No Name""","""Immaculate Jaspet""",0.16,"""Jet Ochre""",0.3,"""Zeolites""",0.53,"""None""",0,"""None""",1)
(80,"""Catch""","""I-8D0G""",8,1,"""None""","""No Name""","""Coesite""",0.33,"""Dazzling Spodumain""",0.19,"""Opulent Pyroxeres""",0.3,"""Zeolites""",0.18,"""None""",1)
(81,"""Catch""","""I-8D0G""",8,2,"""None""","""No Name""","""Coesite""",0.23,"""Dazzling Spodumain""",0.26,"""Glossy Scordite""",0.2,"""Jet Ochre""",0.32,"""None""",1)
(82,"""Catch""","""GJ0-OJ""",1,1,"""None""","""No Name""","""Platinoid Omber""",0.5,"""Sylvite""",0.31,"""Zeolites""",0.19,"""None""",0,"""None""",1)
(83,"""Catch""","""GJ0-OJ""",2,1,"""None""","""No Name""","""Glossy Scordite""",0.32,"""Opulent Pyroxeres""",0.16,"""Zeolites""",0.52,"""None""",0,"""None""",1)
(84,"""Catch""","""GJ0-OJ""",3,1,"""None""","""No Name""","""Cobaltite""",0.28,"""Flawless Arkonor""",0.19,"""Glossy Scordite""",0.24,"""Sparkling Plagioclase""",0.29,"""None""",1)
(85,"""Catch""","""GJ0-OJ""",4,1,"""None""","""No Name""","""Resplendant Kernite""",0.3,"""Scintillating Hemorphite""",0.24,"""Sparkling Plagioclase""",0.26,"""Zeolites""",0.2,"""None""",1)
(86,"""Catch""","""GJ0-OJ""",5,1,"""None""","""No Name""","""Bitumens""",0.2,"""Dazzling Spodumain""",0.49,"""Jet Ochre""",0.31,"""None""",0,"""None""",1)
(87,"""Catch""","""GJ0-OJ""",6,1,"""None""","""No Name""","""Cobaltite""",0.26,"""Jet Ochre""",0.22,"""Lustrous Hedbergite""",0.29,"""Pellucid Crokite""",0.22,"""None""",1)
(88,"""Catch""","""GJ0-OJ""",6,2,"""None""","""No Name""","""Cobaltite""",0.23,"""Flawless Arkonor""",0.39,"""Scintillating Hemorphite""",0.28,"""Vanadinite""",0.11,"""None""",1)
(89,"""Catch""","""GJ0-OJ""",6,3,"""None""","""No Name""","""Cobaltite""",0.37,"""Coesite""",0.22,"""Dazzling Spodumain""",0.2,"""Euxenite""",0.2,"""None""",1)
(90,"""Catch""","""GJ0-OJ""",7,1,"""None""","""No Name""","""Brilliant Gneiss""",0.25,"""Immaculate Jaspet""",0.35,"""Sparkling Plagioclase""",0.2,"""Sylvite""",0.19,"""None""",1)
(91,"""Catch""","""GJ0-OJ""",8,1,"""None""","""No Name""","""Bitumens""",0.22,"""Glossy Scordite""",0.33,"""Immaculate Jaspet""",0.26,"""Resplendant Kernite""",0.18,"""None""",1)
(92,"""Catch""","""GJ0-OJ""",8,2,"""None""","""No Name""","""Bitumens""",0.28,"""Brilliant Gneiss""",0.21,"""Coesite""",0.17,"""Zeolites""",0.33,"""None""",1)
(93,"""Catch""","""GJ0-OJ""",8,3,"""None""","""No Name""","""Bitumens""",0.3,"""Brilliant Gneiss""",0.27,"""Coesite""",0.21,"""Pellucid Crokite""",0.22,"""None""",1)
(94,"""Catch""","""GJ0-OJ""",8,4,"""None""","""No Name""","""Cobaltite""",0.27,"""Dazzling Spodumain""",0.52,"""Stable Veldspar""",0.21,"""None""",0,"""None""",1)
(95,"""Catch""","""GJ0-OJ""",8,5,"""None""","""No Name""","""Bitumens""",0.22,"""Cubic Bistot""",0.27,"""Jet Ochre""",0.27,"""Sparkling Plagioclase""",0.25,"""None""",1)
(96,"""Catch""","""GJ0-OJ""",8,6,"""None""","""No Name""","""Bitumens""",0.19,"""Brilliant Gneiss""",0.2,"""Pellucid Crokite""",0.35,"""Sylvite""",0.26,"""None""",1)
(97,"""Catch""","""GJ0-OJ""",8,7,"""None""","""No Name""","""Cobaltite""",0.37,"""Jet Ochre""",0.18,"""Sparkling Plagioclase""",0.22,"""Sylvite""",0.22,"""None""",1)
(98,"""Catch""","""GJ0-OJ""",8,8,"""None""","""No Name""","""Bitumens""",0.22,"""Resplendant Kernite""",0.29,"""Sparkling Plagioclase""",0.19,"""Zeolites""",0.3,"""None""",1)
(99,"""Catch""","""GJ0-OJ""",8,9,"""None""","""No Name""","""Brilliant Gneiss""",0.32,"""Glossy Scordite""",0.21,"""Sylvite""",0.2,"""Zeolites""",0.27,"""None""",1)
(100,"""Catch""","""GJ0-OJ""",8,10,"""None""","""No Name""","""Bitumens""",0.2,"""Dazzling Spodumain""",0.28,"""Scintillating Hemorphite""",0.52,"""None""",0,"""None""",1)
(101,"""Catch""","""GJ0-OJ""",8,11,"""None""","""No Name""","""Jet Ochre""",0.19,"""Stable Veldspar""",0.28,"""Sylvite""",0.18,"""Zeolites""",0.35,"""None""",1)
(102,"""Catch""","""GJ0-OJ""",8,12,"""None""","""No Name""","""Coesite""",0.18,"""Immaculate Jaspet""",0.54,"""Pellucid Crokite""",0.28,"""None""",0,"""None""",1)
(103,"""Catch""","""GJ0-OJ""",8,13,"""None""","""No Name""","""Glossy Scordite""",0.22,"""Jet Ochre""",0.29,"""Sparkling Plagioclase""",0.26,"""Sylvite""",0.23,"""None""",1)
(104,"""Catch""","""GJ0-OJ""",8,14,"""None""","""No Name""","""Cinnabar""",0.33,"""Opulent Pyroxeres""",0.31,"""Scintillating Hemorphite""",0.28,"""Stable Veldspar""",0.08,"""None""",1)
(105,"""Catch""","""GJ0-OJ""",8,15,"""None""","""No Name""","""Cubic Bistot""",0.2,"""Immaculate Jaspet""",0.31,"""Resplendant Kernite""",0.27,"""Zeolites""",0.23,"""None""",1)
(106,"""Catch""","""GJ0-OJ""",8,16,"""None""","""No Name""","""Coesite""",0.18,"""Dazzling Spodumain""",0.36,"""Glossy Scordite""",0.19,"""Zeolites""",0.27,"""None""",1)
(107,"""Catch""","""GJ0-OJ""",8,17,"""None""","""No Name""","""Cinnabar""",0.2,"""Cubic Bistot""",0.29,"""Lustrous Hedbergite""",0.42,"""Scheelite""",0.08,"""None""",1)
(108,"""Catch""","""GJ0-OJ""",8,18,"""None""","""No Name""","""Cobaltite""",0.35,"""Jet Ochre""",0.4,"""Pellucid Crokite""",0.25,"""None""",0,"""None""",1)
(109,"""Catch""","""GJ0-OJ""",8,19,"""None""","""No Name""","""Dazzling Spodumain""",0.29,"""Platinoid Omber""",0.32,"""Scintillating Hemorphite""",0.17,"""Zeolites""",0.22,"""None""",1)
(110,"""Catch""","""GJ0-OJ""",8,20,"""None""","""No Name""","""Coesite""",0.17,"""Opulent Pyroxeres""",0.31,"""Pellucid Crokite""",0.53,"""None""",0,"""None""",1)
(111,"""Catch""","""GJ0-OJ""",8,21,"""None""","""No Name""","""Brilliant Gneiss""",0.11,"""Chromite""",0.26,"""Opulent Pyroxeres""",0.35,"""Scintillating Hemorphite""",0.28,"""None""",1)
(112,"""Catch""","""GJ0-OJ""",9,1,"""None""","""No Name""","""Bitumens""",0.32,"""Coesite""",0.19,"""Jet Ochre""",0.18,"""Opulent Pyroxeres""",0.31,"""None""",1)
(113,"""Catch""","""GJ0-OJ""",9,2,"""None""","""No Name""","""Bitumens""",0.16,"""Cobaltite""",0.47,"""Scheelite""",0.19,"""Zeolites""",0.17,"""None""",1)
(114,"""Catch""","""GJ0-OJ""",9,3,"""None""","""No Name""","""Bitumens""",0.18,"""Glossy Scordite""",0.33,"""Jet Ochre""",0.29,"""Stable Veldspar""",0.21,"""None""",1)
(115,"""Catch""","""GJ0-OJ""",9,4,"""None""","""No Name""","""Cobaltite""",0.31,"""Immaculate Jaspet""",0.23,"""Jet Ochre""",0.2,"""Opulent Pyroxeres""",0.25,"""None""",1)
(116,"""Catch""","""GJ0-OJ""",9,5,"""None""","""No Name""","""Bitumens""",0.3,"""Pellucid Crokite""",0.52,"""Sylvite""",0.18,"""None""",0,"""None""",1)
(117,"""Catch""","""GJ0-OJ""",9,6,"""None""","""No Name""","""Bitumens""",0.23,"""Cubic Bistot""",0.32,"""Jet Ochre""",0.45,"""None""",0,"""None""",1)
(118,"""Catch""","""GJ0-OJ""",9,7,"""None""","""No Name""","""Glossy Scordite""",0.28,"""Opulent Pyroxeres""",0.29,"""Resplendant Kernite""",0.2,"""Zeolites""",0.22,"""None""",1)
(119,"""Catch""","""GJ0-OJ""",9,8,"""None""","""No Name""","""Glossy Scordite""",0.18,"""Sparkling Plagioclase""",0.34,"""Stable Veldspar""",0.27,"""Zeolites""",0.21,"""None""",1)
(120,"""Catch""","""GJ0-OJ""",9,9,"""None""","""No Name""","""Cobaltite""",0.32,"""Flawless Arkonor""",0.22,"""Glossy Scordite""",0.24,"""Resplendant Kernite""",0.22,"""None""",1)
(121,"""Catch""","""GJ0-OJ""",9,10,"""None""","""No Name""","""Coesite""",0.19,"""Platinoid Omber""",0.55,"""Resplendant Kernite""",0.26,"""None""",0,"""None""",1)
(122,"""Catch""","""GJ0-OJ""",9,11,"""None""","""No Name""","""Cubic Bistot""",0.3,"""Scintillating Hemorphite""",0.22,"""Stable Veldspar""",0.29,"""Zeolites""",0.19,"""None""",1)
(123,"""Catch""","""GJ0-OJ""",9,12,"""None""","""No Name""","""Bitumens""",0.19,"""Brilliant Gneiss""",0.24,"""Jet Ochre""",0.19,"""Vanadinite""",0.38,"""None""",1)
(124,"""Catch""","""GJ0-OJ""",9,13,"""None""","""No Name""","""Bitumens""",0.24,"""Flawless Arkonor""",0.28,"""Opulent Pyroxeres""",0.27,"""Scintillating Hemorphite""",0.21,"""None""",1)
(125,"""Catch""","""GJ0-OJ""",9,14,"""None""","""No Name""","""Scintillating Hemorphite""",0.32,"""Sparkling Plagioclase""",0.51,"""Sylvite""",0.17,"""None""",0,"""None""",1)
(126,"""Catch""","""GJ0-OJ""",9,15,"""None""","""No Name""","""Coesite""",0.24,"""Cubic Bistot""",0.2,"""Dazzling Spodumain""",0.27,"""Platinoid Omber""",0.29,"""None""",1)
(127,"""Catch""","""GJ0-OJ""",9,16,"""None""","""No Name""","""Bitumens""",0.29,"""Coesite""",0.21,"""Platinoid Omber""",0.21,"""Sylvite""",0.28,"""None""",1)
(128,"""Catch""","""GJ0-OJ""",9,17,"""None""","""No Name""","""Cobaltite""",0.44,"""Sparkling Plagioclase""",0.16,"""Titanite""",0.22,"""Zeolites""",0.18,"""None""",1)
(129,"""Catch""","""GJ0-OJ""",9,18,"""None""","""No Name""","""Bitumens""",0.26,"""Dazzling Spodumain""",0.23,"""Stable Veldspar""",0.3,"""Zeolites""",0.21,"""None""",1)
(130,"""Catch""","""GJ0-OJ""",9,19,"""None""","""No Name""","""Bitumens""",0.17,"""Cubic Bistot""",0.33,"""Platinoid Omber""",0.2,"""Scintillating Hemorphite""",0.3,"""None""",1)
(131,"""Catch""","""GJ0-OJ""",9,20,"""None""","""No Name""","""Bitumens""",0.19,"""Cobaltite""",0.4,"""Sylvite""",0.4,"""None""",0,"""None""",1)
(132,"""Catch""","""GJ0-OJ""",9,21,"""None""","""No Name""","""Flawless Arkonor""",0.18,"""Opulent Pyroxeres""",0.29,"""Scintillating Hemorphite""",0.29,"""Zeolites""",0.24,"""None""",1)
(133,"""Catch""","""GJ0-OJ""",9,22,"""None""","""No Name""","""Bitumens""",0.18,"""Flawless Arkonor""",0.32,"""Pellucid Crokite""",0.21,"""Sparkling Plagioclase""",0.29,"""None""",1)
(134,"""Catch""","""GJ0-OJ""",9,23,"""None""","""No Name""","""Coesite""",0.16,"""Glossy Scordite""",0.29,"""Platinoid Omber""",0.35,"""Sparkling Plagioclase""",0.21,"""None""",1)
(135,"""Catch""","""GJ0-OJ""",9,24,"""None""","""No Name""","""Cubic Bistot""",0.32,"""Jet Ochre""",0.19,"""Pellucid Crokite""",0.31,"""Sylvite""",0.19,"""None""",1)
(136,"""Catch""","""GJ0-OJ""",9,25,"""None""","""No Name""","""Bitumens""",0.32,"""Lustrous Hedbergite""",0.32,"""Scintillating Hemorphite""",0.19,"""Zeolites""",0.16,"""None""",1)
(137,"""Catch""","""GJ0-OJ""",9,26,"""None""","""No Name""","""Brilliant Gneiss""",0.3,"""Opulent Pyroxeres""",0.36,"""Resplendant Kernite""",0.17,"""Sylvite""",0.17,"""None""",1)
