Moon	Moon Product	Quantity	Ore TypeID	SolarSystemID	PlanetID	MoonID
	Euxenite	0.3392539918	45495	30002144	40136775	40136789
4-GB14 VIII - Moon 15						
	Coesite	0.1999011934	45493	30002144	40136775	40136790
	Sylvite	0.2768159807	45491	30002144	40136775	40136790
	Zeolites	0.3232828379	45490	30002144	40136775	40136790
4-GB14 VIII - Moon 16						
	Coesite	0.2278993577	45493	30002144	40136775	40136791
	Sylvite	0.3188826144	45491	30002144	40136775	40136791
	Zeolites	0.253218025	45490	30002144	40136775	40136791
4-GB14 VIII - Moon 17						
	Bitumens	0.2944269776	45492	30002144	40136775	40136793
	Coesite	0.2771592438	45493	30002144	40136775	40136793
	Zeolites	0.2284137756	45490	30002144	40136775	40136793
4-GB14 IX - Moon 1						
	Bitumens	0.2023013383	45492	30002144	40136794	40136796
	Coesite	0.326369822	45493	30002144	40136794	40136796
	Zeolites	0.2713288069	45490	30002144	40136794	40136796
4-GB14 IX - Moon 2						
	Sylvite	0.2953986526	45491	30002144	40136794	40136797
	Zeolites	0.5046013594	45490	30002144	40136794	40136797
4-GB14 IX - Moon 3						
	Euxenite	0.5752394795	45495	30002144	40136794	40136798
	Zeolites	0.4247605205	45490	30002144	40136794	40136798
4-GB14 X - Moon 1						
	Bitumens	0.2734653056	45492	30002144	40136799	40136800
	Sylvite	0.2507349253	45491	30002144	40136799	40136800
	Vanadinite	0.2757997811	45500	30002144	40136799	40136800
4-GB14 X - Moon 2						
	Bitumens	0.261708051	45492	30002144	40136799	40136801
	Coesite	0.5382919312	45493	30002144	40136799	40136801
4-GB14 X - Moon 3						
	Sylvite	0.2984598875	45491	30002144	40136799	40136802
	Zeolites	0.5015401244	45490	30002144	40136799	40136802
4-GB14 X - Moon 4						
	Bitumens	0.3093855083	45492	30002144	40136799	40136803
	Coesite	0.3186820447	45493	30002144	40136799	40136803
	Sylvite	0.171932444	45491	30002144	40136799	40136803
4-GB14 X - Moon 5						
	Bitumens	0.3118517995	45492	30002144	40136799	40136805
	Coesite	0.297042191	45493	30002144	40136799	40136805
	Sylvite	0.1911060065	45491	30002144	40136799	40136805
4-GB14 X - Moon 6						
	Coesite	0.1820901632	45493	30002144	40136799	40136806
	Sylvite	0.2969696522	45491	30002144	40136799	40136806
	Zeolites	0.3209401965	45490	30002144	40136799	40136806
4-GB14 X - Moon 7						
	Coesite	0.1879197359	45493	30002144	40136799	40136807
	Sylvite	0.2599066496	45491	30002144	40136799	40136807
	Zeolites	0.3521736264	45490	30002144	40136799	40136807
4-GB14 X - Moon 8						
	Coesite	0.2323170602	45493	30002144	40136799	40136808
	Euxenite	0.3210902214	45495	30002144	40136799	40136808
	Sylvite	0.4465927184	45491	30002144	40136799	40136808
4-GB14 X - Moon 9						
	Bitumens	0.2233070582	45492	30002144	40136799	40136809
	Coesite	0.3056338429	45493	30002144	40136799	40136809
	Zeolites	0.2710590959	45490	30002144	40136799	40136809
4-GB14 X - Moon 10						
	Bitumens	0.3595488071	45492	30002144	40136799	40136810
	Sylvite	0.4404512048	45491	30002144	40136799	40136810
4-GB14 X - Moon 11						
	Bitumens	0.2525883913	45492	30002144	40136799	40136811
	Coesite	0.5474116206	45493	30002144	40136799	40136811
4-GB14 X - Moon 12						
	Bitumens	0.2671636939	45492	30002144	40136799	40136812
	Sylvite	0.532836318	45491	30002144	40136799	40136812
4-GB14 X - Moon 13						
	Coesite	0.1966636479	45493	30002144	40136799	40136813
	Sylvite	0.2593424618	45491	30002144	40136799	40136813
	Zeolites	0.3439938724	45490	30002144	40136799	40136813
4-GB14 X - Moon 14						
	Bitumens	0.5454149246	45492	30002144	40136799	40136814
	Sylvite	0.2545851171	45491	30002144	40136799	40136814
4-GB14 X - Moon 15						
	Bitumens	0.3014786243	45492	30002144	40136799	40136815
	Sylvite	0.2887509763	45491	30002144	40136799	40136815
	Zeolites	0.2097703964	45490	30002144	40136799	40136815
4-GB14 X - Moon 16						
	Coesite	0.4587026834	45493	30002144	40136799	40136816
	Zeolites	0.3412972987	45490	30002144	40136799	40136816
4-GB14 X - Moon 17						
	Sylvite	0.4941804409	45491	30002144	40136799	40136817
	Zeolites	0.305819571	45490	30002144	40136799	40136817
4-GB14 X - Moon 18						
	Coesite	0.1783009321	45493	30002144	40136799	40136818
	Sylvite	0.2819815278	45491	30002144	40136799	40136818
	Zeolites	0.3397175372	45490	30002144	40136799	40136818
4-GB14 X - Moon 19						
	Euxenite	0.1046276316	45495	30002144	40136799	40136819
	Otavite	0.6689715981	45498	30002144	40136799	40136819
	Sylvite	0.2264007628	45491	30002144	40136799	40136819
4-GB14 X - Moon 20						
	Bitumens	0.5338903666	45492	30002144	40136799	40136820
	Coesite	0.2661096454	45493	30002144	40136799	40136820
4-GB14 X - Moon 21						
	Bitumens	0.3110174835	45492	30002144	40136799	40136822
	Coesite	0.2903663516	45493	30002144	40136799	40136822
	Zeolites	0.1986161768	45490	30002144	40136799	40136822
4-GB14 X - Moon 22						
	Coesite	0.5055295229	45493	30002144	40136799	40136823
	Zeolites	0.2944704592	45490	30002144	40136799	40136823
4-GB14 XI - Moon 1						
	Coesite	0.2782436609	45493	30002144	40136824	40136825
	Sylvite	0.1805933714	45491	30002144	40136824	40136825
	Zeolites	0.3411629796	45490	30002144	40136824	40136825
4-GB14 XI - Moon 2						
	Bitumens	0.2966062427	45492	30002144	40136824	40136826
	Sylvite	0.5033937693	45491	30002144	40136824	40136826
6X7-JO II - Moon 1
	Bitumens	0.175742402673	45492	30001197	40075958	40075959
	Sylvite	0.321257203817	45491	30001197	40075958	40075959
	Zeolites	0.303000420332	45490	30001197	40075958	40075959
6X7-JO IV - Moon 1
	Coesite	0.4961142838	45493	30001197	40075961	40075962
	Zeolites	0.303885728121	45490	30001197	40075961	40075962
6X7-JO V - Moon 1
	Bitumens	0.216360375285	45492	30001197	40075963	40075965
	Coesite	0.292142868042	45493	30001197	40075963	40075965
	Zeolites	0.291496753693	45490	30001197	40075963	40075965
6X7-JO VI - Moon 1
	Coesite	0.366842329502	45493	30001197	40075966	40075967
	Sylvite	0.183263555169	45491	30001197	40075966	40075967
	Zeolites	0.24989412725	45490	30001197	40075966	40075967
6X7-JO VII - Moon 1
	Bitumens	0.22028619051	45492	30001197	40075968	40075969
	Sylvite	0.331585466862	45491	30001197	40075968	40075969
	Zeolites	0.248128339648	45490	30001197	40075968	40075969
6X7-JO VII - Moon 2
	Cobaltite	0.425763458014	45494	30001197	40075968	40075971
	Coesite	0.208744615316	45493	30001197	40075968	40075971
	Sylvite	0.36549192667	45491	30001197	40075968	40075971
6X7-JO VII - Moon 3
	Bitumens	0.299102932215	45492	30001197	40075968	40075972
	Sylvite	0.294940948486	45491	30001197	40075968	40075972
	Zeolites	0.205956116319	45490	30001197	40075968	40075972
6X7-JO VII - Moon 4
	Cobaltite	0.425231814384	45494	30001197	40075968	40075973
	Coesite	0.179502815008	45493	30001197	40075968	40075973
	Sylvite	0.202252864838	45491	30001197	40075968	40075973
	Titanite	0.193012490869	45496	30001197	40075968	40075973
6X7-JO VII - Moon 5
	Bitumens	0.176846861839	45492	30001197	40075968	40075974
	Coesite	0.415425390005	45493	30001197	40075968	40075974
	Otavite	0.407727748156	45498	30001197	40075968	40075974
6X7-JO VII - Moon 6
	Chromite	0.232535794377	45501	30001197	40075968	40075975
	Cinnabar	0.180801063776	45506	30001197	40075968	40075975
	Cobaltite	0.189292415977	45494	30001197	40075968	40075975
	Ytterbite	0.39737072587	45513	30001197	40075968	40075975
6X7-JO VII - Moon 7
	Bitumens	0.234717577696	45492	30001197	40075968	40075976
	Coesite	0.339955121279	45493	30001197	40075968	40075976
	Zeolites	0.225327312946	45490	30001197	40075968	40075976
6X7-JO VII - Moon 8
	Sylvite	0.318902343512	45491	30001197	40075968	40075977
	Zeolites	0.481097668409	45490	30001197	40075968	40075977
6X7-JO VII - Moon 9
	Bitumens	0.480965048075	45492	30001197	40075968	40075978
	Sylvite	0.319034963846	45491	30001197	40075968	40075978
6X7-JO VII - Moon 10
	Bitumens	0.23642373085	45492	30001197	40075968	40075979
	Coesite	0.264328300953	45493	30001197	40075968	40075979
	Zeolites	0.299247980118	45490	30001197	40075968	40075979
6X7-JO VII - Moon 11
	Bitumens	0.320497006178	45492	30001197	40075968	40075980
	Coesite	0.318056672812	45493	30001197	40075968	40075980
	Zeolites	0.161446332932	45490	30001197	40075968	40075980
6X7-JO VII - Moon 12
	Cobaltite	0.2255448699	45494	30001197	40075968	40075981
	Sperrylite	0.0879299268126	45499	30001197	40075968	40075981
	Zeolites	0.386525183916	45490	30001197	40075968	40075981
6X7-JO VII - Moon 13
	Coesite	0.518653988838	45493	30001197	40075968	40075983
	Zeolites	0.28134599328	45490	30001197	40075968	40075983
6X7-JO VII - Moon 14
	Bitumens	0.276679813862	45492	30001197	40075968	40075984
	Cobaltite	0.321428835392	45494	30001197	40075968	40075984
	Coesite	0.231410339475	45493	30001197	40075968	40075984
	Zeolites	0.170481026173	45490	30001197	40075968	40075984
6X7-JO VIII - Moon 1
	Bitumens	0.313831865788	45492	30001197	40075985	40075986
	Sylvite	0.271479785442	45491	30001197	40075985	40075986
	Zeolites	0.214688360691	45490	30001197	40075985	40075986
6X7-JO VIII - Moon 2
	Bitumens	0.326847106218	45492	30001197	40075985	40075987
	Coesite	0.473152905703	45493	30001197	40075985	40075987
6X7-JO VIII - Moon 3
	Bitumens	0.300992190838	45492	30001197	40075985	40075988
	Coesite	0.314117968082	45493	30001197	40075985	40075988
	Zeolites	0.184889838099	45490	30001197	40075985	40075988
6X7-JO VIII - Moon 4
	Bitumens	0.503996312618	45492	30001197	40075985	40075989
	Sylvite	0.2960036695	45491	30001197	40075985	40075989
6X7-JO VIII - Moon 5
	Bitumens	0.552235364914	45492	30001197	40075985	40075990
	Sylvite	0.247764617205	45491	30001197	40075985	40075990
6X7-JO IX - Moon 1
	Bitumens	0.329954922199	45492	30001197	40075991	40075995
	Coesite	0.294204115868	45493	30001197	40075991	40075995
	Sylvite	0.175840958953	45491	30001197	40075991	40075995
6X7-JO IX - Moon 2
	Bitumens	0.19058200717	45492	30001197	40075991	40075996
	Sylvite	0.271793812513	45491	30001197	40075991	40075996
	Zeolites	0.337624192238	45490	30001197	40075991	40075996
6X7-JO IX - Moon 3
	Bitumens	0.167893990874	45492	30001197	40075991	40075997
	Cobaltite	0.339080095291	45494	30001197	40075991	40075997
	Sylvite	0.211776435375	45491	30001197	40075991	40075997
	Zeolites	0.281249463558	45490	30001197	40075991	40075997
6X7-JO IX - Moon 4
	Bitumens	0.327577024698	45492	30001197	40075991	40075998
	Sylvite	0.47242295742	45491	30001197	40075991	40075998
6X7-JO IX - Moon 5
	Bitumens	0.188682690263	45492	30001197	40075991	40075999
	Coesite	0.32882976532	45493	30001197	40075991	40075999
	Zeolites	0.282487541437	45490	30001197	40075991	40075999
6X7-JO IX - Moon 6
	Bitumens	0.281464964151	45492	30001197	40075991	40076000
	Sylvite	0.518535017967	45491	30001197	40075991	40076000
6X7-JO IX - Moon 7
	Cobaltite	0.282876104116	45494	30001197	40075991	40076001
	Coesite	0.185057848692	45493	30001197	40075991	40076001
	Sylvite	0.252115011215	45491	30001197	40075991	40076001
	Zeolites	0.279951006174	45490	30001197	40075991	40076001
6X7-JO IX - Moon 8
	Coesite	0.317415952682	45493	30001197	40075991	40076002
	Zeolites	0.482584029436	45490	30001197	40075991	40076002
6X7-JO IX - Moon 9
	Bitumens	0.286899596453	45492	30001197	40075991	40076003
	Coesite	0.313471704721	45493	30001197	40075991	40076003
	Sylvite	0.199628695846	45491	30001197	40075991	40076003
6X7-JO IX - Moon 10
	Coesite	0.211878821254	45493	30001197	40075991	40076004
	Sylvite	0.341048121452	45491	30001197	40075991	40076004
	Zeolites	0.247073069215	45490	30001197	40075991	40076004
6X7-JO IX - Moon 11
	Bitumens	0.189181447029	45492	30001197	40075991	40076005
	Sylvite	0.297829329967	45491	30001197	40075991	40076005
	Zeolites	0.312989234924	45490	30001197	40075991	40076005
6X7-JO IX - Moon 12
	Bitumens	0.166265442967	45492	30001197	40075991	40076006
	Cobaltite	0.419278711081	45494	30001197	40075991	40076006
	Euxenite	0.21436111629	45495	30001197	40075991	40076006
	Sylvite	0.200094729662	45491	30001197	40075991	40076006
6X7-JO IX - Moon 13
	Bitumens	0.274346023798	45492	30001197	40075991	40076007
	Cobaltite	0.322083324194	45494	30001197	40075991	40076007
	Coesite	0.225513443351	45493	30001197	40075991	40076007
	Sylvite	0.178057223558	45491	30001197	40075991	40076007
6X7-JO IX - Moon 14
	Bitumens	0.292432457209	45492	30001197	40075991	40076008
	Coesite	0.2792532444	45493	30001197	40075991	40076008
	Zeolites	0.228314295411	45490	30001197	40075991	40076008
6X7-JO IX - Moon 15
	Cobaltite	0.260315090418	45494	30001197	40075991	40076009
	Coesite	0.242385730147	45493	30001197	40075991	40076009
	Zeolites	0.497299164534	45490	30001197	40075991	40076009
6X7-JO IX - Moon 16
	Bitumens	0.179900079966	45492	30001197	40075991	40076011
	Sylvite	0.350283503532	45491	30001197	40075991	40076011
	Zeolites	0.269816428423	45490	30001197	40075991	40076011
6X7-JO IX - Moon 17
	Coesite	0.55746358633	45493	30001197	40075991	40076013
	Zeolites	0.242536395788	45490	30001197	40075991	40076013
78TS-Q VI - Moon 1
	Coesite	0.465126544237	45493	30002125	40135636	40135637
	Zeolites	0.334873437881	45490	30002125	40135636	40135637
78TS-Q VI - Moon 2
	Coesite	0.329936534166	45493	30002125	40135636	40135638
	Euxenite	0.0753718018532	45495	30002125	40135636	40135638
	Otavite	0.323889195919	45498	30002125	40135636	40135638
	Sperrylite	0.270802497864	45499	30002125	40135636	40135638
78TS-Q VIII - Moon 1
	Bitumens	0.201659336686	45492	30002125	40135641	40135642
	Sylvite	0.322935551405	45491	30002125	40135641	40135642
	Zeolites	0.275405138731	45490	30002125	40135641	40135642
78TS-Q VIII - Moon 2
	Bitumens	0.477897763252	45492	30002125	40135641	40135643
	Coesite	0.322102248669	45493	30002125	40135641	40135643
78TS-Q VIII - Moon 3
	Coesite	0.195832520723	45493	30002125	40135641	40135644
	Sylvite	0.289810419083	45491	30002125	40135641	40135644
	Zeolites	0.314357072115	45490	30002125	40135641	40135644
78TS-Q VIII - Moon 4
	Bitumens	0.238023564219	45492	30002125	40135641	40135645
	Coesite	0.268957495689	45493	30002125	40135641	40135645
	Euxenite	0.266923069954	45495	30002125	40135641	40135645
	Zeolites	0.226095855236	45490	30002125	40135641	40135645
78TS-Q VIII - Moon 5
	Coesite	0.474902540445	45493	30002125	40135641	40135646
	Zeolites	0.325097471476	45490	30002125	40135641	40135646
A4B-V5 I - Moon 1
	Bitumens	0.226149246097	45492	30002113	40134781	40134782
	Coesite	0.195748806	45493	30002113	40134781	40134782
	Euxenite	0.385680556297	45495	30002113	40134781	40134782
	Sylvite	0.192421391606	45491	30002113	40134781	40134782
A4B-V5 II - Moon 1
	Bitumens	0.219903126359	45492	30002113	40134783	40134785
	Coesite	0.27071800828	45493	30002113	40134783	40134785
	Zeolites	0.309378892183	45490	30002113	40134783	40134785
A4B-V5 III - Moon 1
	Bitumens	0.285200834274	45492	30002113	40134786	40134788
	Coesite	0.310278713703	45493	30002113	40134786	40134788
	Sylvite	0.204520434141	45491	30002113	40134786	40134788
A4B-V5 III - Moon 2
	Bitumens	0.286136090755	45492	30002113	40134786	40134789
	Coesite	0.282886147499	45493	30002113	40134786	40134789
	Sylvite	0.230977773666	45491	30002113	40134786	40134789
A4B-V5 III - Moon 3
	Coesite	0.313453704119	45493	30002113	40134786	40134791
	Sylvite	0.227784112096	45491	30002113	40134786	40134791
	Zeolites	0.258762180805	45490	30002113	40134786	40134791
A4B-V5 III - Moon 4
	Coesite	0.311729878187	45493	30002113	40134786	40134792
	Zeolites	0.488270133734	45490	30002113	40134786	40134792
A4B-V5 III - Moon 5
	Bitumens	0.516647100449	45492	30002113	40134786	40134793
	Coesite	0.28335288167	45493	30002113	40134786	40134793
A4B-V5 III - Moon 6
	Coesite	0.499824643135	45493	30002113	40134786	40134794
	Zeolites	0.300175338984	45490	30002113	40134786	40134794
A4B-V5 III - Moon 7
	Bitumens	0.26993560791	45492	30002113	40134786	40134795
	Coesite	0.530064404011	45493	30002113	40134786	40134795
A4B-V5 III - Moon 8
	Bitumens	0.261321097612	45492	30002113	40134786	40134796
	Sylvite	0.538678884506	45491	30002113	40134786	40134796
A4B-V5 III - Moon 9
	Coesite	0.208029076457	45493	30002113	40134786	40134797
	Euxenite	0.323583871126	45495	30002113	40134786	40134797
	Sylvite	0.468387067318	45491	30002113	40134786	40134797
A4B-V5 III - Moon 10
	Bitumens	0.190742045641	45492	30002113	40134786	40134798
	Sylvite	0.281307697296	45491	30002113	40134786	40134798
	Zeolites	0.327950239182	45490	30002113	40134786	40134798
A4B-V5 III - Moon 11
	Coesite	0.211835488677	45493	30002113	40134786	40134799
	Euxenite	0.26351544261	45495	30002113	40134786	40134799
	Sylvite	0.524649083614	45491	30002113	40134786	40134799
A4B-V5 III - Moon 12
	Coesite	0.282014369965	45493	30002113	40134786	40134800
	Zeolites	0.517985641956	45490	30002113	40134786	40134800
A4B-V5 III - Moon 13
	Bitumens	0.279051959515	45492	30002113	40134786	40134801
	Coesite	0.17036268115	45493	30002113	40134786	40134801
	Sylvite	0.350585341454	45491	30002113	40134786	40134801
A4B-V5 III - Moon 14
	Bitumens	0.449996381998	45492	30002113	40134786	40134802
	Coesite	0.350003629923	45493	30002113	40134786	40134802
A4B-V5 III - Moon 15
	Coesite	0.282034367323	45493	30002113	40134786	40134803
	Sylvite	0.164799436927	45491	30002113	40134786	40134803
	Zeolites	0.35316619277	45490	30002113	40134786	40134803
A4B-V5 III - Moon 16
	Bitumens	0.27336192131	45492	30002113	40134786	40134804
	Coesite	0.283483713865	45493	30002113	40134786	40134804
	Sylvite	0.243154361844	45491	30002113	40134786	40134804
A4B-V5 III - Moon 17
	Bitumens	0.516669869423	45492	30002113	40134786	40134805
	Sylvite	0.283330142498	45491	30002113	40134786	40134805
A4B-V5 III - Moon 18
	Coesite	0.513449788094	45493	30002113	40134786	40134806
	Zeolites	0.286550194025	45490	30002113	40134786	40134806
A4B-V5 III - Moon 19
	Coesite	0.543567895889	45493	30002113	40134786	40134807
	Zeolites	0.256432116032	45490	30002113	40134786	40134807
A4B-V5 III - Moon 20
	Coesite	0.336861848831	45493	30002113	40134786	40134808
	Zeolites	0.463138133287	45490	30002113	40134786	40134808
A4B-V5 IV - Moon 1
	Bitumens	0.2046071738	45492	30002113	40134809	40134810
	Coesite	0.263585925102	45493	30002113	40134809	40134810
	Zeolites	0.331806898117	45490	30002113	40134809	40134810
A4B-V5 IV - Moon 2
	Coesite	0.346912622452	45493	30002113	40134809	40134812
	Zeolites	0.453087359667	45490	30002113	40134809	40134812
A4B-V5 IV - Moon 3
	Coesite	0.32954865694	45493	30002113	40134809	40134813
	Sylvite	0.214510828257	45491	30002113	40134809	40134813
	Zeolites	0.255940526724	45490	30002113	40134809	40134813
A4B-V5 IV - Moon 4
	Coesite	0.208847507834	45493	30002113	40134809	40134814
	Sylvite	0.317397475243	45491	30002113	40134809	40134814
	Zeolites	0.273755013943	45490	30002113	40134809	40134814
A4B-V5 IV - Moon 5
	Bitumens	0.28862541914	45492	30002113	40134809	40134815
	Coesite	0.293169885874	45493	30002113	40134809	40134815
	Zeolites	0.218204692006	45490	30002113	40134809	40134815
A4B-V5 IV - Moon 6
	Coesite	0.191858902574	45493	30002113	40134809	40134816
	Euxenite	0.26244738698	45495	30002113	40134809	40134816
	Sylvite	0.545693695545	45491	30002113	40134809	40134816
A4B-V5 IV - Moon 7
	Bitumens	0.171658724546	45492	30002113	40134809	40134817
	Coesite	0.31589615345	45493	30002113	40134809	40134817
	Zeolites	0.312445104122	45490	30002113	40134809	40134817
A4B-V5 IV - Moon 8
	Bitumens	0.264124929905	45492	30002113	40134809	40134818
	Coesite	0.322437703609	45493	30002113	40134809	40134818
	Sylvite	0.213437378407	45491	30002113	40134809	40134818
A4B-V5 IV - Moon 9
	Bitumens	0.278248012066	45492	30002113	40134809	40134819
	Coesite	0.296159148216	45493	30002113	40134809	40134819
	Zeolites	0.225592821836	45490	30002113	40134809	40134819
A4B-V5 IV - Moon 10
	Coesite	0.28235912323	45493	30002113	40134809	40134820
	Euxenite	0.286360144615	45495	30002113	40134809	40134820
	Sylvite	0.227910161018	45491	30002113	40134809	40134820
	Zeolites	0.203370556235	45490	30002113	40134809	40134820
A4B-V5 IV - Moon 11
	Coesite	0.171693325043	45493	30002113	40134809	40134821
	Euxenite	0.285199671984	45495	30002113	40134809	40134821
	Sylvite	0.29463917017	45491	30002113	40134809	40134821
	Zeolites	0.248467847705	45490	30002113	40134809	40134821
A4B-V5 IV - Moon 12
	Bitumens	0.217243611813	45492	30002113	40134809	40134822
	Sylvite	0.34376886487	45491	30002113	40134809	40134822
	Zeolites	0.238987520337	45490	30002113	40134809	40134822
A4B-V5 IV - Moon 13
	Euxenite	0.373743385077	45495	30002113	40134809	40134823
	Scheelite	0.194967851043	45497	30002113	40134809	40134823
	Zeolites	0.43128874898	45490	30002113	40134809	40134823
A4B-V5 IV - Moon 14
	Sylvite	0.539645910263	45491	30002113	40134809	40134824
	Zeolites	0.260354071856	45490	30002113	40134809	40134824
A4B-V5 IV - Moon 15
	Coesite	0.188029900193	45493	30002113	40134809	40134825
	Sylvite	0.267315834761	45491	30002113	40134809	40134825
	Zeolites	0.344654291868	45490	30002113	40134809	40134825
A4B-V5 V - Moon 1
	Bitumens	0.300434589386	45492	30002113	40134826	40134827
	Coesite	0.234423816204	45493	30002113	40134826	40134827
	Sylvite	0.265141606331	45491	30002113	40134826	40134827
A4B-V5 V - Moon 2
	Sylvite	0.295635819435	45491	30002113	40134826	40134828
	Zeolites	0.504364192486	45490	30002113	40134826	40134828
A4B-V5 V - Moon 3
	Bitumens	0.174905747175	45492	30002113	40134826	40134829
	Sylvite	0.352208942175	45491	30002113	40134826	40134829
	Zeolites	0.272885322571	45490	30002113	40134826	40134829
A4B-V5 V - Moon 4
	Bitumens	0.1884406358	45492	30002113	40134826	40134830
	Coesite	0.287312656641	45493	30002113	40134826	40134830
	Zeolites	0.324246704578	45490	30002113	40134826	40134830
A4B-V5 V - Moon 5
	Bitumens	0.315009564161	45492	30002113	40134826	40134831
	Coesite	0.293405234814	45493	30002113	40134826	40134831
	Zeolites	0.191585198045	45490	30002113	40134826	40134831
A4B-V5 V - Moon 6
	Coesite	0.248175367713	45493	30002113	40134826	40134832
	Zeolites	0.551824629307	45490	30002113	40134826	40134832
A4B-V5 V - Moon 7
	Euxenite	0.234739005566	45495	30002113	40134826	40134833
	Sylvite	0.35201638937	45491	30002113	40134826	40134833
	Vanadinite	0.113244593143	45500	30002113	40134826	40134833
A4B-V5 V - Moon 8
	Bitumens	0.19518327713	45492	30002113	40134826	40134834
	Sylvite	0.343574732542	45491	30002113	40134826	40134834
	Zeolites	0.261241972446	45490	30002113	40134826	40134834
A4B-V5 V - Moon 9
	Euxenite	0.0871532484889	45495	30002113	40134826	40134835
	Sylvite	0.248757407069	45491	30002113	40134826	40134835
	Vanadinite	0.66408932209	45500	30002113	40134826	40134835
A4B-V5 V - Moon 10
	Bitumens	0.324643522501	45492	30002113	40134826	40134836
	Coesite	0.259882330894	45493	30002113	40134826	40134836
	Zeolites	0.215474143624	45490	30002113	40134826	40134836
A4B-V5 V - Moon 11
	Bitumens	0.257386922836	45492	30002113	40134826	40134837
	Sylvite	0.325937479734	45491	30002113	40134826	40134837
	Zeolites	0.216675624251	45490	30002113	40134826	40134837
A4B-V5 V - Moon 12
	Coesite	0.271900266409	45493	30002113	40134826	40134838
	Sylvite	0.177351534367	45491	30002113	40134826	40134838
	Zeolites	0.350748181343	45490	30002113	40134826	40134838
A4B-V5 V - Moon 13
	Euxenite	0.214634492993	45495	30002113	40134826	40134839
	Otavite	0.0932792574167	45498	30002113	40134826	40134839
	Zeolites	0.392086237669	45490	30002113	40134826	40134839
A4B-V5 V - Moon 14
	Sylvite	0.474673569202	45491	30002113	40134826	40134840
	Zeolites	0.325326412916	45490	30002113	40134826	40134840
A4B-V5 V - Moon 15
	Bitumens	0.198164880276	45492	30002113	40134826	40134841
	Coesite	0.277851164341	45493	30002113	40134826	40134841
	Zeolites	0.323983967304	45490	30002113	40134826	40134841
A4B-V5 V - Moon 16
	Bitumens	0.459066927433	45492	30002113	40134826	40134842
	Coesite	0.340933084488	45493	30002113	40134826	40134842
A4B-V5 V - Moon 17
	Bitumens	0.301601618528	45492	30002113	40134826	40134843
